dataset,model,model_id,num_experts,variant,prob_expert,unc_gating,features,seq_len,label_len,pred_len,seed,method,coverage,width,median_width,q_mean,alpha,window_size,window_source,retrains,unbounded,mse,mae,n_runs_seen,coverage_min,coverage_max,width_min,width_max,rerun_disagrees,d_model,n_heads,e_layers,d_layers,d_ff,expand,d_conv,factor,embed,distil,des,itr,method_params,source,all_sources,setting
ETTh2,iTransformer,cqr,4,MOE,0,0,M,96,48,96,4025,cqr_quantile,0.8732,4.9442,,1.6526,0.1,,unknown - run cannot be dated,,,3.687671,1.545733,2,0.8732,0.8732,4.9442,4.9442,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,"CQR Quantile alpha=0.1, Delayed Update",result_calibration_cqr_quantile.txt,result_calibration_cqr_quantile.txt,long_term_forecast_cqr_iTransformer_ETTh2_ne4_pe0_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4025
ETTh2,iTransformer,cqr,4,MOE,0,0,M,96,48,96,4025,cqr_retrain,0.9050,4.1021,,1.1414,0.1,1000,recorded in the run output,29,,3.687671,1.545733,2,0.9050,0.9050,4.1021,4.1021,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,"Retrained CQR alpha=0.1, mode=finetune, window=1000, interval=96, epochs=3",result_calibration_cqr_retrain.txt,result_calibration_cqr_retrain.txt,long_term_forecast_cqr_iTransformer_ETTh2_ne4_pe0_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4025
ETTh2,iTransformer,test,4,MOE,0,0,M,96,48,96,4025,standard_cp,0.8710,1.4767,,0.7383,0.1,1000,"code, run dated after 2026-01-22",,,0.296019,0.345830,2,0.8710,0.8710,1.4767,1.4767,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Standard CP with Sliding Window,result_calibration_mse_cp.txt,logs/run_tsf_ett_configs123_20260804_160849.log;result_calibration_mse_cp.txt,long_term_forecast_test_iTransformer_ETTh2_ne4_pe0_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4025
ETTh2,iTransformer,test,4,MOG,1,0,M,96,48,96,4021,aci_aleatoric_only,0.8897,1.8771,,4.0846,0.1,1000,"code, run dated after 2026-01-22",,,0.288977,0.338968,2,0.8897,0.8897,1.8771,1.8771,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,ACI Aleatoric Only CP Delayed,result_calibration_aci_aleatoric_only_tsf.txt,logs/aci_ett_ne245/etth2_ne4_mog_20260811_190148.log;result_calibration_aci_aleatoric_only_tsf.txt,long_term_forecast_test_iTransformer_ETTh2_ne4_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
ETTh2,iTransformer,test,4,MOG,1,0,M,96,48,96,4021,aci_aleatoric_scale,0.8627,1.9819,,4.9369,0.1,1000,"code, run dated after 2026-01-22",,,0.288977,0.338968,2,0.8627,0.8627,1.9819,1.9819,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,ACI Aleatoric Scale CP Delayed,result_calibration_aci_aleatoric_scale_tsf.txt,logs/campaign/calib_ETTh2_ne4_MOG.log;result_calibration_aci_aleatoric_scale_tsf.txt,long_term_forecast_test_iTransformer_ETTh2_ne4_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
ETTh2,iTransformer,test,4,MOG,1,0,M,96,48,96,4021,aci_aleatoric_scale_g001,0.8897,1.8713,,4.0391,0.1,1000,"code, run dated after 2026-01-22",,,0.288977,0.338968,2,0.8897,0.8897,1.8713,1.8713,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,ACI Aleatoric Scale CP (g=0.001) Delayed,result_calibration_aci_aleatoric_scale_g001_tsf.txt,logs/campaign/calib_ETTh2_ne4_MOG.log;result_calibration_aci_aleatoric_scale_g001_tsf.txt,long_term_forecast_test_iTransformer_ETTh2_ne4_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
ETTh2,iTransformer,test,4,MOG,1,0,M,96,48,96,4021,aci_cp,0.8848,1.6528,,0.8264,0.1,1000,"code, run dated after 2026-01-22",,,0.288977,0.338968,2,0.8848,0.8848,1.6528,1.6528,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,"ACI CP Sliding Window, alpha=0.1, gamma=0.001",result_calibration_aci_cp_tsf.txt,logs/aci_ett_ne245/etth2_ne4_mog_20260811_190148.log;result_calibration_aci_cp_tsf.txt,long_term_forecast_test_iTransformer_ETTh2_ne4_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
ETTh2,iTransformer,test,4,MOG,1,0,M,96,48,96,4021,aci_cpvs,0.8897,1.8690,,1.6804,0.1,1000,"code, run dated after 2026-01-22",,,0.288977,0.338968,2,0.8897,0.8897,1.8690,1.8690,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,"ACI CP-VS Sliding Window, alpha=0.1, gamma=0.001",result_calibration_aci_cpvs_tsf.txt,logs/aci_ett_ne245/etth2_ne4_mog_20260811_190148.log;result_calibration_aci_cpvs_tsf.txt,long_term_forecast_test_iTransformer_ETTh2_ne4_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
ETTh2,iTransformer,test,4,MOG,1,0,M,96,48,96,4021,adaptive_window_cp,0.8786,1.5361,,2.4786,0.1,n/a,calibrator has no sliding window,,,0.288977,0.338968,1,0.8786,0.8786,1.5361,1.5361,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Adaptive Window CP Delayed,result_calibration_adaptive_window_tsf.txt,result_calibration_adaptive_window_tsf.txt,long_term_forecast_test_iTransformer_ETTh2_ne4_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
ETTh2,iTransformer,test,4,MOG,1,0,M,96,48,96,4021,aleatoric_only,0.8819,1.6123,,2.8295,0.1,,unknown - run cannot be dated,,,0.288977,0.338968,1,0.8819,0.8819,1.6123,1.6123,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Aleatoric Only CP Delayed,result_calibration_aleatoric_only.txt,result_calibration_aleatoric_only.txt,long_term_forecast_test_iTransformer_ETTh2_ne4_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
ETTh2,iTransformer,test,4,MOG,1,0,M,96,48,96,4021,cp_aleatoric_scale,0.8821,1.6106,,2.8032,0.1,,unknown - run cannot be dated,,,0.288977,0.338968,1,0.8821,0.8821,1.6106,1.6106,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Aleatoric Scale CP Delayed,result_calibration_aleatoric_scale_tsf.txt,result_calibration_aleatoric_scale_tsf.txt,long_term_forecast_test_iTransformer_ETTh2_ne4_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
ETTh2,iTransformer,test,4,MOG,1,0,M,96,48,96,4021,cpvs,0.8821,1.6078,,1.4840,0.1,1000,"code, run dated after 2026-01-22",,,0.288977,0.338968,3,0.8821,0.8821,1.6078,1.6078,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Adaptive CPVS Delayed,result_calibration_cpvs.txt,logs/run_tsf_ett_20260804_153113.log;result_calibration_cpvs.txt,long_term_forecast_test_iTransformer_ETTh2_ne4_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
ETTh2,iTransformer,test,4,MOG,1,0,M,96,48,96,4021,moecp,0.8702,1.4490,,0.7245,0.1,1000,"code, run dated after 2026-01-22",,0.0000,0.288977,0.338968,2,0.8702,0.8702,1.4490,1.4490,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,"MoECP delayed, alpha=0.1, tau=1.0",result_calibration_moecp_tsf.txt,logs/moecp_clipfix/ETTh2_1786605074295391860_20260813_092634.log;result_calibration_moecp_tsf.txt,long_term_forecast_test_iTransformer_ETTh2_ne4_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
ETTh2,iTransformer,test,4,MOG,1,0,M,96,48,96,4021,standard_cp,0.8710,1.4526,,0.7263,0.1,1000,"code, run dated after 2026-01-22",,,0.288977,0.338968,3,0.8710,0.8710,1.4526,1.4526,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Standard CP with Sliding Window,result_calibration_mse_cp.txt,logs/run_tsf_ett_20260804_153113.log;result_calibration_mse_cp.txt,long_term_forecast_test_iTransformer_ETTh2_ne4_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
ETTh2,iTransformer,test,4,MOG,1,0,M,96,48,96,4022,adaptive_window_cp,0.8758,1.4965,,2.1196,0.1,n/a,calibrator has no sliding window,,,0.292716,0.343072,1,0.8758,0.8758,1.4965,1.4965,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Adaptive Window CP Delayed,result_calibration_adaptive_window_tsf.txt,result_calibration_adaptive_window_tsf.txt,long_term_forecast_test_iTransformer_ETTh2_ne4_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4022
ETTh2,iTransformer,test,4,MOG,1,0,M,96,48,96,4022,aleatoric_only,0.8800,1.5627,,2.4084,0.1,,unknown - run cannot be dated,,,0.292716,0.343072,1,0.8800,0.8800,1.5627,1.5627,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Aleatoric Only CP Delayed,result_calibration_aleatoric_only.txt,result_calibration_aleatoric_only.txt,long_term_forecast_test_iTransformer_ETTh2_ne4_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4022
ETTh2,iTransformer,test,4,MOG,1,0,M,96,48,96,4022,cp_aleatoric_scale,0.8801,1.5621,,2.3926,0.1,,unknown - run cannot be dated,,,0.292716,0.343072,1,0.8801,0.8801,1.5621,1.5621,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Aleatoric Scale CP Delayed,result_calibration_aleatoric_scale_tsf.txt,result_calibration_aleatoric_scale_tsf.txt,long_term_forecast_test_iTransformer_ETTh2_ne4_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4022
ETTh2,iTransformer,test,4,MOG,1,0,M,96,48,96,4022,cpvs,0.8801,1.5617,,1.3750,0.1,1000,"code, run dated after 2026-01-22",,,0.292716,0.343072,3,0.8801,0.8801,1.5617,1.5617,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Adaptive CPVS Delayed,result_calibration_cpvs.txt,logs/run_tsf_ett_configs123_20260804_160849.log;result_calibration_cpvs.txt,long_term_forecast_test_iTransformer_ETTh2_ne4_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4022
ETTh2,iTransformer,test,4,MOG,1,0,M,96,48,96,4022,standard_cp,0.8712,1.4686,,0.7343,0.1,1000,"code, run dated after 2026-01-22",,,0.292716,0.343072,3,0.8712,0.8712,1.4686,1.4686,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Standard CP with Sliding Window,result_calibration_mse_cp.txt,logs/run_tsf_ett_configs123_20260804_160849.log;result_calibration_mse_cp.txt,long_term_forecast_test_iTransformer_ETTh2_ne4_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4022
ETTh2,iTransformer,test,4,MOG,1,0,M,96,48,96,4023,adaptive_window_cp,0.8784,1.6001,,2.6070,0.1,n/a,calibrator has no sliding window,,,0.297376,0.342579,1,0.8784,0.8784,1.6001,1.6001,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Adaptive Window CP Delayed,result_calibration_adaptive_window_tsf.txt,result_calibration_adaptive_window_tsf.txt,long_term_forecast_test_iTransformer_ETTh2_ne4_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4023
ETTh2,iTransformer,test,4,MOG,1,0,M,96,48,96,4023,aleatoric_only,0.8844,1.6990,,3.0358,0.1,,unknown - run cannot be dated,,,0.297376,0.342579,1,0.8844,0.8844,1.6990,1.6990,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Aleatoric Only CP Delayed,result_calibration_aleatoric_only.txt,result_calibration_aleatoric_only.txt,long_term_forecast_test_iTransformer_ETTh2_ne4_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4023
ETTh2,iTransformer,test,4,MOG,1,0,M,96,48,96,4023,cp_aleatoric_scale,0.8844,1.6976,,3.0208,0.1,,unknown - run cannot be dated,,,0.297376,0.342579,1,0.8844,0.8844,1.6976,1.6976,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Aleatoric Scale CP Delayed,result_calibration_aleatoric_scale_tsf.txt,result_calibration_aleatoric_scale_tsf.txt,long_term_forecast_test_iTransformer_ETTh2_ne4_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4023
ETTh2,iTransformer,test,4,MOG,1,0,M,96,48,96,4023,cpvs,0.8845,1.6952,,1.5450,0.1,1000,"code, run dated after 2026-01-22",,,0.297376,0.342579,3,0.8845,0.8845,1.6952,1.6952,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Adaptive CPVS Delayed,result_calibration_cpvs.txt,logs/run_tsf_ett_configs123_20260804_160849.log;result_calibration_cpvs.txt,long_term_forecast_test_iTransformer_ETTh2_ne4_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4023
ETTh2,iTransformer,test,4,MOG,1,0,M,96,48,96,4023,standard_cp,0.8739,1.4768,,0.7384,0.1,1000,"code, run dated after 2026-01-22",,,0.297376,0.342579,3,0.8739,0.8739,1.4768,1.4768,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Standard CP with Sliding Window,result_calibration_mse_cp.txt,logs/run_tsf_ett_configs123_20260804_160849.log;result_calibration_mse_cp.txt,long_term_forecast_test_iTransformer_ETTh2_ne4_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4023
ETTh2,iTransformer,test,4,MOG,1,0,M,96,48,96,4024,adaptive_window_cp,0.8772,1.4934,,2.0095,0.1,n/a,calibrator has no sliding window,,,0.283237,0.337644,1,0.8772,0.8772,1.4934,1.4934,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Adaptive Window CP Delayed,result_calibration_adaptive_window_tsf.txt,result_calibration_adaptive_window_tsf.txt,long_term_forecast_test_iTransformer_ETTh2_ne4_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4024
ETTh2,iTransformer,test,4,MOG,1,0,M,96,48,96,4024,aleatoric_only,0.8825,1.5605,,2.2657,0.1,,unknown - run cannot be dated,,,0.283237,0.337644,1,0.8825,0.8825,1.5605,1.5605,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Aleatoric Only CP Delayed,result_calibration_aleatoric_only.txt,result_calibration_aleatoric_only.txt,long_term_forecast_test_iTransformer_ETTh2_ne4_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4024
ETTh2,iTransformer,test,4,MOG,1,0,M,96,48,96,4024,cp_aleatoric_scale,0.8825,1.5589,,2.2531,0.1,,unknown - run cannot be dated,,,0.283237,0.337644,1,0.8825,0.8825,1.5589,1.5589,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Aleatoric Scale CP Delayed,result_calibration_aleatoric_scale_tsf.txt,result_calibration_aleatoric_scale_tsf.txt,long_term_forecast_test_iTransformer_ETTh2_ne4_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4024
ETTh2,iTransformer,test,4,MOG,1,0,M,96,48,96,4024,cpvs,0.8826,1.5572,,1.3450,0.1,1000,"code, run dated after 2026-01-22",,,0.283237,0.337644,3,0.8826,0.8826,1.5572,1.5572,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Adaptive CPVS Delayed,result_calibration_cpvs.txt,logs/run_tsf_ett_configs123_20260804_160849.log;result_calibration_cpvs.txt,long_term_forecast_test_iTransformer_ETTh2_ne4_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4024
ETTh2,iTransformer,test,4,MOG,1,0,M,96,48,96,4024,standard_cp,0.8722,1.4379,,0.7190,0.1,1000,"code, run dated after 2026-01-22",,,0.283237,0.337644,3,0.8722,0.8722,1.4379,1.4379,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Standard CP with Sliding Window,result_calibration_mse_cp.txt,logs/run_tsf_ett_configs123_20260804_160849.log;result_calibration_mse_cp.txt,long_term_forecast_test_iTransformer_ETTh2_ne4_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4024
ETTh2,iTransformer,test,4,MOG,1,0,M,96,48,96,4025,adaptive_window_cp,0.8773,1.5144,,2.0418,0.1,n/a,calibrator has no sliding window,,,0.289079,0.340506,1,0.8773,0.8773,1.5144,1.5144,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Adaptive Window CP Delayed,result_calibration_adaptive_window_tsf.txt,result_calibration_adaptive_window_tsf.txt,long_term_forecast_test_iTransformer_ETTh2_ne4_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4025
ETTh2,iTransformer,test,4,MOG,1,0,M,96,48,96,4025,aleatoric_only,0.8810,1.5702,,2.3120,0.1,,unknown - run cannot be dated,,,0.289079,0.340506,1,0.8810,0.8810,1.5702,1.5702,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Aleatoric Only CP Delayed,result_calibration_aleatoric_only.txt,result_calibration_aleatoric_only.txt,long_term_forecast_test_iTransformer_ETTh2_ne4_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4025
ETTh2,iTransformer,test,4,MOG,1,0,M,96,48,96,4025,cp_aleatoric_scale,0.8811,1.5691,,2.2992,0.1,,unknown - run cannot be dated,,,0.289079,0.340506,1,0.8811,0.8811,1.5691,1.5691,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Aleatoric Scale CP Delayed,result_calibration_aleatoric_scale_tsf.txt,result_calibration_aleatoric_scale_tsf.txt,long_term_forecast_test_iTransformer_ETTh2_ne4_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4025
ETTh2,iTransformer,test,4,MOG,1,0,M,96,48,96,4025,cpvs,0.8811,1.5680,,1.3562,0.1,1000,"code, run dated after 2026-01-22",,,0.289079,0.340506,3,0.8811,0.8811,1.5680,1.5680,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Adaptive CPVS Delayed,result_calibration_cpvs.txt,logs/run_tsf_ett_configs123_20260804_160849.log;result_calibration_cpvs.txt,long_term_forecast_test_iTransformer_ETTh2_ne4_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4025
ETTh2,iTransformer,test,4,MOG,1,0,M,96,48,96,4025,standard_cp,0.8722,1.4703,,0.7352,0.1,1000,"code, run dated after 2026-01-22",,,0.289079,0.340506,3,0.8722,0.8722,1.4703,1.4703,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Standard CP with Sliding Window,result_calibration_mse_cp.txt,logs/run_tsf_ett_configs123_20260804_160849.log;result_calibration_mse_cp.txt,long_term_forecast_test_iTransformer_ETTh2_ne4_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4025
ETTh2,iTransformer,test,4,MOGU,1,1,M,96,48,96,4021,aci_aleatoric_scale,0.8649,1.9173,,4.1009,0.1,1000,"code, run dated after 2026-01-22",,,0.282674,0.336100,2,0.8649,0.8649,1.9173,1.9173,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,ACI Aleatoric Scale CP Delayed,result_calibration_aci_aleatoric_scale_tsf.txt,logs/campaign/calib_ETTh2_ne4_MOGU.log;result_calibration_aci_aleatoric_scale_tsf.txt,long_term_forecast_test_iTransformer_ETTh2_ne4_pe1_ug1_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
ETTh2,iTransformer,test,4,MOGU,1,1,M,96,48,96,4021,aci_aleatoric_scale_g001,0.8919,1.8125,,3.2161,0.1,1000,"code, run dated after 2026-01-22",,,0.282674,0.336100,2,0.8919,0.8919,1.8125,1.8125,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,ACI Aleatoric Scale CP (g=0.001) Delayed,result_calibration_aci_aleatoric_scale_g001_tsf.txt,logs/campaign/calib_ETTh2_ne4_MOGU.log;result_calibration_aci_aleatoric_scale_g001_tsf.txt,long_term_forecast_test_iTransformer_ETTh2_ne4_pe1_ug1_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
ETTh2,iTransformer,test,4,MOGU,1,1,M,96,48,96,4021,adaptive_window_cp,0.8799,1.5156,,2.0950,0.1,n/a,calibrator has no sliding window,,,0.282674,0.336100,2,0.8799,0.8799,1.5156,1.5156,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Adaptive Window CP Delayed,result_calibration_adaptive_window_tsf.txt,logs/campaign/calib_ETTh2_ne4_MOGU.log;result_calibration_adaptive_window_tsf.txt,long_term_forecast_test_iTransformer_ETTh2_ne4_pe1_ug1_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
ETTh2,iTransformer,test,4,MOGU,1,1,M,96,48,96,4021,aleatoric_only,0.8835,1.5965,,2.4060,0.1,1000,"code, run dated after 2026-01-22",,,0.282674,0.336100,2,0.8835,0.8835,1.5965,1.5965,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Aleatoric Only CP Delayed,result_calibration_aleatoric_only.txt,logs/campaign/calib_ETTh2_ne4_MOGU.log;result_calibration_aleatoric_only.txt,long_term_forecast_test_iTransformer_ETTh2_ne4_pe1_ug1_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
ETTh2,iTransformer,test,4,MOGU,1,1,M,96,48,96,4021,cp_aleatoric_scale,0.8837,1.5947,,2.3774,0.1,1000,"code, run dated after 2026-01-22",,,0.282674,0.336100,2,0.8837,0.8837,1.5947,1.5947,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Aleatoric Scale CP Delayed,result_calibration_aleatoric_scale_tsf.txt,logs/campaign/calib_ETTh2_ne4_MOGU.log;result_calibration_aleatoric_scale_tsf.txt,long_term_forecast_test_iTransformer_ETTh2_ne4_pe1_ug1_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
ETTh2,iTransformer,test,4,MOGU,1,1,M,96,48,96,4021,cpvs,0.8838,1.5920,,1.3646,0.1,1000,"code, run dated after 2026-01-22",,,0.282674,0.336100,2,0.8838,0.8838,1.5920,1.5920,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Adaptive CPVS Delayed,result_calibration_cpvs.txt,logs/run_tsf_ett_20260804_153113.log;result_calibration_cpvs.txt,long_term_forecast_test_iTransformer_ETTh2_ne4_pe1_ug1_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
ETTh2,iTransformer,test,4,MOGU,1,1,M,96,48,96,4021,standard_cp,0.8728,1.4449,,0.7224,0.1,1000,"code, run dated after 2026-01-22",,,0.282674,0.336100,2,0.8728,0.8728,1.4449,1.4449,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Standard CP with Sliding Window,result_calibration_mse_cp.txt,logs/run_tsf_ett_20260804_153113.log;result_calibration_mse_cp.txt,long_term_forecast_test_iTransformer_ETTh2_ne4_pe1_ug1_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
ETTh2,iTransformer,test,4,MOGU,1,1,M,96,48,96,4022,cpvs,0.8856,1.6142,,1.4451,0.1,1000,"code, run dated after 2026-01-22",,,0.288453,0.338488,2,0.8856,0.8856,1.6142,1.6142,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Adaptive CPVS Delayed,result_calibration_cpvs.txt,logs/run_tsf_ett_configs123_20260804_160849.log;result_calibration_cpvs.txt,long_term_forecast_test_iTransformer_ETTh2_ne4_pe1_ug1_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4022
ETTh2,iTransformer,test,4,MOGU,1,1,M,96,48,96,4022,standard_cp,0.8754,1.4849,,0.7424,0.1,1000,"code, run dated after 2026-01-22",,,0.288453,0.338488,2,0.8754,0.8754,1.4849,1.4849,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Standard CP with Sliding Window,result_calibration_mse_cp.txt,logs/run_tsf_ett_configs123_20260804_160849.log;result_calibration_mse_cp.txt,long_term_forecast_test_iTransformer_ETTh2_ne4_pe1_ug1_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4022
